image_path,text,variant_idx,severity_label,severity_encoded,split
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0108.JPEG,"I noticed that the front fender exhibits a dent located centrally. The visible material is metal, which suggests it has been impacted in that area.",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0223.JPEG,"The rear door exhibits a dent located in the center. This dent affects the metal surface, creating a noticeable impression without compromising the integrity of the door. No additional damage is noted in the surrounding area.",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0283.JPEG,"Notable deformation is observed on the left side of the front bumper. The affected area consists of plastic material, which has been altered in structure",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\validation\01-minor\images (100).jpeg,"A dent is observed at the center of the door. The damage affects the metal surface, which shows a noticeable indentation. No additional damage to surrounding components is present.",0,minor,0,testing
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0191.JPEG,"Notable is a dent situated in the center area of the rear bumper. The bumper is made of plastic, which allows for clear visibility of the dent.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0300.JPEG,"A dent is present at the center of the rear quarter panel, affecting the metal material. The adjacent rear door shows no visible damage in relation to this issue. Further inspection may be warranted.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0038.JPEG,Observation indicates a dent located centrally on the door made of metal. The dent appears to have altered the surface contour of the door. No further deformities are noted in the adjacent regions.,1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0182.JPEG,"Inspection reveals a detn situated in the center of the metal rear quarter panel. The rear bumper, positioned next to the damaged panel, shows no signs of impact or alteration.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0075.JPEG,"Inspection of the rear bumper reveals that the center area has undergone deformation. The plastic structure is noticeably misshapen, which may affect the overall appearance. Further evaluation determined that there are no additional damages present.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0246.JPEG,"A metal door has sustained a dent at the center. The deformation is evident, creating an indentation that affects the overall aesthetics of the door's surface.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\validation\02-moderate\0002.JPEG,"The rear bumper exhibits deformation at its center. The material observed is plastic, which has been impacted. Additionally, the rear is situated adjacent to the affected area and may also be involved.",0,moderate,1,testing
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0071.JPEG,"The front bumper exhibits deformation acrsos its entire area, with visible damage to both metal and plastic materials. Additionally, the hood is also noted in proximity to the affected component.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\images (6).jpeg,"Noted on the front bumper's right side is a scratch. This mark has compromised the paint, suggesting wear to the exterior layer of the bumper.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0046.JPEG,"The rear bumper displays signs of deformation, specifically located at the center. The material observed is plastic, indicating a structural alteration in that area. Further inspection may be warranted to assess the integrity of the bumper.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\images (107).jpeg,"A deformed section is observed in the center of the metal hood. The material exhibits an altered structure, indicating that an impact may have occurred. Further analysis may be required to assess the full extent of the deformation.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\validation\01-minor\images (2).jpeg,"Noted on the door is a scratch located at the center, where the paint has been damaged. This observation indicates a disruption in the uniformity of the door's external finish.",2,minor,0,testing
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0233.JPEG,"Technician's note: The center of the rear bumper has been deformed. The material is metal, and there is observable impact on the nearby rear .",2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0311.jpeg,"A dent is observed on the center of the rear door, with the material being mteal. The front door is located adjacent to the damaged area but does not show any visible signs of damage.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0054.JPEG,"The metal door is characterized by a dent located at its center. This imperfection is clearly visible, affecting the door’s overall appearance. Careful evaluation could provide additional insights into the damage",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0142.JPEG,"Upon inspection, inspection of the front right fender reveals deformations. This damage affects the metal structure, which is visibly altered from its original form.",1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0040.JPEG,"A crack is noted in the center of the windshield. The damaged area is composed of glass, with visible separations in the material. This condition may require further evaluation.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0030.JPEG,"Inspection of the front bumper reveals deformation on its right side, with visible metal and plastic elements. The front fender also presents an alignment discrepancy as a result of the bumper's condition.",2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\9b1b6c577d0947ada4a1b792a583f1aa_thb.jpg,"Inspecting the front bumper reveals a scratch on the lower right area. The paint has been compromised, and the underlying material is visible where the scratch occurred. No additional damage is noted.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0065.JPEG,"Deformation is observed on the front edge of the hood, affecting the metal structure. This alteration in form is localized and does not extend to other areas of the vehicle.",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0056.JPEG,Inspection of the rear windshield reveals several holes in multiple areas. The damage is characterized by visible glass through these openings. This condition affects the overall appearance of the component.,1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\images (96).jpeg,"Inspection revealed that the central area of the rear bumper has experienced deformation. The meatl is visibly distorted, indicating a change from its original configuration.",2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\download (38).jpeg,"The right side of the front bumper exhibits deformation. The visible material is plastic, which has been altered from its original shape. This alteration impacts the surface contour of the component tbh",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0244.JPEG,Inspection reveals a centrally positioned dent on the rear door. The damage is visible on the metal material of the door. There are no accompanying marks or damage observed around the dented area.,2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\images (75).jpeg,"I noticed that center deformation of the front bumper is present, with the material being plastic. This alteration in shape may require adjustments or replacement depending on further assessment.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0114.JPEG,"The hood exhibits deformation at the center, with visible metal distortion. Additionally, the front bumper shows signs of impact, which may correlate with the hood's altered shape.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0086.JPEG,"It looks like the front bumper has been observed to exhibit deformation at its center. The material is identified as plastic, and there is also an observable impact on the adjacent hood component.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0040.JPEG,"A dent has been observed on the upper area of the door near the handle. The damage is present on the metal surface of the door, indicating a change in the physical state of the component.",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0220.JPEG,"Notable deformation is present on the lower right portion of the front bumper. The bumper's composition is plastic, and the distortion is observable.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0194.JPEG,"A deformation has been identified on the right side of the rear hatch. This damage encompasses metal and plastic components, as well as glass. The rear bumper is also noted near this area.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0002.JPEG,"The rear bumper exhibits scratches on the right side, with the underlying paint material being visibly affected. Additionally, the rear fender shows signs of contact adjacent to the damaged area.",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0025.JPEG,"A deformation has been identified in the center of the plastic rear bumper. Observations indicate that the rear hatch is also impacted, as it does not align properly with the distorted bumper.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0156.JPEG,"Not sure but the front bumper has been observed to be detached from the vehicle, specifically on the right side. The material visible is plastic. Additionally, damage is noted on the rear door, which may be related to the bumper's condition.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0159.JPEG,"Technician's note: A crack was identified on the right side of the rear bumper, which is constructed from plastic. The integrity of the material should be monitored for potential future concerns.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0241.JPEG,"The front bumper exhibits deformation on the right side, with visible damage to the plastic material. The front fender is also affected, showing alignment issues due to the deformation.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0002.JPEG,"Upon inspection, scratches were found on the right side of the rear bumper, affecting the paint. The rear fender is located close to this area and shows some indications of contact as well tbh",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\images - 2022-12-12T151413.058.jpeg,"Inspection reveals that the lower right portion of the front bumper is deformed. The affected area is made of plastic and shows proximity to the front fender, contributing to the overall condition of the vehicle.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\download (29).jpeg,"The front bumper has sustained a scratch located on the lower left section. The damage is observable on the paint surface, indicating an abrasion against another object",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\images (89).jpeg,"A dent is observed in the center of the front fender. The damage affects the metal material, resulting in a noticeable deformation without any visible paint loss or scratches nearby.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\images (36).jpeg,"Noted a scratch on the door, specifically in the center to lower section. The damage is present on the metal and paint. The scratch runs along the surface and is noticeable.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\images (87).jpeg,"A noticeable deformation is present in the center of the rear bumper. The bumper, made of plastic, has altered its shape without any apparent cracks basically",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0081.JPEG,"A noticeable deformation is present in the center of the hood. The metal material has been altered, leading to a change in its typical contour.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\images (7).jpeg,"A scratch was observed on the center of the door. The damage affects the paint layer, revealing the underlying material. Further inspection may be necessary to assess any additional implications related to the damage.",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0066.JPEG,"Inspection revealed a deformation affecting the right side of the front bumper, made of plastic. The hood is positioned in proximity to this damaged area, displaying some misalignment.",2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0354.JPEG,"The front bumper displays evidence of deformation at its center. The material, which is plastic, shows an alteration in shape but remains intact otherwise. Further assessment of the surrounding areas is recommended.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\images (2).jpeg,"The front fender exhibits deformation in the upper area. The damage is observable on the metal surface, indicating a change in shape that affects the panel's alignment with adjacent components.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0281.JPEG,"At the center of the rear bumper, a deformation is present, affecting the plastic material. This deformation also impacts the alignment with the nearby rear hatch component.",1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\024909e6f1af4f00be4ef420354291a3_thb.jpg,"Notable deformation is present in the center of the front bumper, composed of plastic material. This damage is likely to impact the fit and appearance of the hood positioned above it.",1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\images (79).jpeg,"Observations indicate that the center of the rear door has undergone deformation, with metal material exposed. The deformation is also affecting the rear fender in close proximity.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0106.JPEG,"The hood exhibits noticeable deformation at the center, with the material identified as metal. Additionally, the front bumper is in proximity to the damaged area but does not show any visible alterations.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\validation\03-severe\0037.jpeg,"Upon inspection, upon inspection, deformation is present at the center of the rear bumper, which is made of metal. The trunk lid is located adjacent to the damaged area and may show some effects.",2,severe,2,testing
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\download (12).jpeg,"Inspection reveals that the center portion of the front bumper has incurred deformation. The visible material is plastic, which appears to have lost its original contour.",2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0013.JPEG,"The side panel displays a deformation located at its center. The material exposed is metal, which exhibits a noticeable alteration in shape. Further assessment may be required to determine the extent of the deformation tbh",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\validation\01-minor\images (2).jpeg,The door displays a central scratch that has impacted the paint layer. The visual integrity of the surface is compromised at this location.,1,minor,0,testing
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0005.JPEG,Noted cracks have been identified on the rear windshield at various locations. The glass material displays multiple damage points,2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0258.JPEG,"Upon visual inspection, the rear bumper displays deformation in the central and right sections. The damage involves both metal and plastic components, which appear to be altered from their original shape.",1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0379.JPEG,Notable denting is present on the central area of the metal door. The roof nearby remains unaffected by this issue. Visual inspection indicates the damage is localized to the door.,2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\validation\02-moderate\0e780a7b917f4ed4ba5d5f4dfd9907d4_thb.jpg,"In the lower right area of the front bumper, a scratch is present. The paint layer is damaged, which allows visibility of the underlying material. This finding has been documented for reference",2,moderate,1,testing
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\images (103).jpeg,"There is noticeable deformation located at the center of the front bumper. The metal material shows visible signs of distortion. The hood appears misaligned, suggesting potential interaction with the bumper.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0229.JPEG,Rust is present on the entire surface of the metal rear bumper. The trunk lid remains undamaged and is positioned directly above the affected area. This condition may require attention depending on the vehicle's maintenance needs.,1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0280.JPEG,"At the center of the rear bumper, deformation has occurred. The visible metal surface shows signs of bending, indicating an alteration from its intended form. This condition is documented for further analysis.",1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0158.JPEG,"A deformation was observed on the center of the hood. The metal material shows signs of bending, indicating a change in shape. No other visible damage was noted in the surrounding areas tbh",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0023.jpeg,"The rear quarter panel exhibits deformation at the rear section, with visible metal material. The adjacent rear bumper shows no apparent damage but is in proximity to the affected area.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\validation\03-severe\0057.JPEG,"Deformation has been observed at the center of the side doors, with visible impact on the metal material. The affected area exhibits a noticeable alteration in shape that diverges from the original contour basically",0,severe,2,testing
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\images (50).jpeg,"A dent is present at the center of the rear bumper. The material of the bumper is identified as metal, indicating a physical deformation in this area.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\images (95).jpeg,"It looks like notable deformation is present on the right side of the rear bumper, which includes both metal and plastic elements. The rear is also positioned irregularly due to the adjacent damage.",2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0066.JPEG,"I think a dent is present in the center of the rear door, affecting the metal surface. The damage has also extended to the rear fender, indicating a potential impact area.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0290.JPEG,"A deformation has been observed on the lower right part of the front bumper. This area, made from plastic, shows a change in contour that deviates from the original design. Inspection for potential repairs could be considered.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\images (72).jpeg,"The rear bumper has been observed to have scratches located on the left side. The damage penetrates the paint layer, revealing the underlying material. Further inspection of the area is recommended for detailed evaluation.",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\validation\02-moderate\0012.jpeg,Not sure but inspection reveals a dent in the center of the front door’s metal surface. This damage may have also impacted the nearby side skirt component.,1,moderate,1,testing
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0078.JPEG,"The front bumper exhibits a scratch at its center. The damage has affected the paint, and the material beneath is now visible. Additional inspection revealed no further issues.",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0023.JPEG,"The front bumper exhibits deformation at the lower edge. The material is identified as plastic, and the structural integrity appears altered. Further assessment may be required to determine the extent of the alteration.",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0105.JPEG,"Deformation is present in the center of the front bumper, with the metal material prominently visible. This alteration has also affected the configuration of the nearby hood.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0204.JPEG,"In the center of the rear section, a noticeable deformation has been observed. The metal material shows signs of bending, affecting the integrity of the surface.",1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0307.JPEG,"Upon inspection, the front bumper was found to have deformation at its center and left side. This damage is evident in both metal and plastic components. The deformation has impacted the adjacent hood area as well tbh",2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0042.JPEG,Technician's note: Center of the door exhibits a dent on the metal surface. The integrity of the door panel's finish is compromised in tihs specific area.,2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\images.jpeg,"Upon inspection, the rear quarter panel was noted to have a dent located centrally. The metal material is compromised in that area, while the rear bumper remains intact without any noticeable damage.",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0229.JPEG,"Inspection reveals that rust has affected the entire surface of the rear bumper, which is constructed of metal. The trunk lid, located nearby, shows no visible damage. This observation may warrant further evaluation for preventative measures.",2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\validation\02-moderate\0012.jpeg,Notable dent detected at the center of the front door mdae of metal. The condition of the side skirt adjacent to this area appears to be influenced by the existing damage.,2,moderate,1,testing
C:\D_Folder\Defect seviority dataset\dataset\validation\01-minor\images.jpeg,"Inspection reveals a crack located centrally on the front bumper made of plastic. The head is adjacent to this component, though it shows no signs of damage related to the crack.",2,minor,0,testing
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0262.jpeg,"Inspection of the front bumper revealed that no damage is present. The materials comprising the bumper—metal, plastic, glass, and paint—were observed without any imperfections or issues.",2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0138.JPEG,"Inspection reveals that the front bumper is deformed centrally. This affects both the metal and plastic materials present. The alignment with the hood is also inconsistent, indicating potential impact.",2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\validation\01-minor\images (69).jpeg,"A scratch was observed on the lower left section of the door. The damage affects the paint surface, revealing the underlying material. No other damages were noted in the vicinity of this area.",0,minor,0,testing
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0225.JPEG,"The rear bumper exhibits deformation at its center. The material observed is metal, which has been altered from its original shape. This change in the bumper's structure is noted during the inspection process.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\validation\01-minor\images - 2022-12-12T151419.502.jpeg,"The front bumper exhibits deformation in the lower left area. The visible material is plastic, and the structural integrity appears altered due to this observation.",0,minor,0,testing
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0042.JPEG,"Deformation is observed across the entire front section of the vehicle, which consists of metal and plastic materials. The front left door is also impacted, potentially affecting its alignment.",1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\download (28).jpeg,"Inspection revealed a dent on the upper edge of the front fender, which is made of metal. The intergity of the fender has not been evaluated further. The damage is clearly visible and localized.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0119.JPEG,"Inspection reveals that the left side of the front bumper is deformed, constructed from plastic. The nearby head appears to be affected, likely due to its proximity to the damaged bumper area.",2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0124.JPEG,"At the center of the front bumper, a deformation is noted in the plastic material. This damage is observed to have affected the hood area as well.",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0205.JPEG,"A technician's note indicates deformation on the left side of the plastic rear bumper. The damage extends close to the rear quarter panel, which does not show any visible changes. The structural integrtiy of the bumper is compromised in that area.",2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0279.JPEG,Inspection revealed a dent located centrally on the metal rear door. The front door remains intact with no indications of damage. The affected area on the rear door is the primary focus.,1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\validation\01-minor\0018.JPEG,"Basically, observed deformation is present on the hood, specifically affecting the center and right side. The damage is noted in the metal material of the component.",1,minor,0,testing
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0180.JPEG,"It looks like a deformation was noted in the center of the rear bumper. This component, made of plastic, shows signs of being pushed inwards. Further investigation could provide insights into the extent of the change.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0019.JPEG,There is a dent found in the center of the metal front fender. The damage affects the structural appearance of the component.,1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0218.JPEG,"Observations indicate that the left side of the rear bumper has scratches, compromising the paint finish. The extent of the scratches is confined to the surface level, with no other damage noted.",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0102.JPEG,Inspection reveals a deformation in the metal hood at its center. This alteration in form is evident upon close examination.,2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0032.jpeg,"A dent is observed on the rear door, located at the center. The mtaerial of the door is metal, which is visibly deformed in this area. No additional components have been noted in this inspection.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\images - 2022-12-12T151418.125.jpeg,"Inspection reveals that the center of the hood has undergone deformation. The visible metal is altered, and the front bumper is situated near this area of concern.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0256.JPEG,"The front bumper exhibits deformation on the right side. The damage is primarily observed in the plastic material, resulting in a noticeable alteration of the bumper's shape.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0323.JPEG,"Upon examination, the front bumper shows signs of deformation right in the center. The metal maetrial of the bumper is impacted, with some influence noted on the hood above it.",2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\validation\01-minor\0025.JPEG,"The rear bumper exhibits deformation at the lower left section. The material is identified as plastic, indicating a change in shape likely due to an external force. Further evaluation may be necessary to assess the overall condition.",0,minor,0,testing
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0069.JPEG,"Observation reveals that the center of the front bumper has undergone deformation. The metal material is exposed, indicating a possible interaction with the hood that could require attention.",1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\8bfbee9445b040468ea596d7ffff7f04_thb.jpg,"The front bumper exhibits a noticeable deformation at its center. The material is identified as plastic, and the adjacent hood component shows signs of alignment disruption due to the deformation.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\494249b9484e4704878d24027d565259_thb.jpg,"I think noted deformation is present at the center of the hood, made of metal. The front bumper does not display any visible damage, indicating separate areas of impact.",2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\a38b006aacb1497e8df20e103e3028d3_thb.jpg,"A noticeable deformation is present at the center of the front bumper, which is made of metal. The deformation appears to have an influence on the hood positioned directly above, indicating potential adjustment needs.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0155.JPEG,"A notable deformation is present in the center of the front bumper, which is made of plastic. The hood located above the bumper also reflects some interaction, though its specific state is not detailed.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0227.JPEG,"The tailgate exhibits noticeable deformation in the center and on the right side. The affected area is constructed from metal, which shows signs of bending and misalignment.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\validation\01-minor\0040.JPEG,"Right side of the rear bumper shows a hole through the plastic material. The damage is localized, affecting only a specific area of the component. Repair options may be considered for this observation.",2,minor,0,testing
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0149.jpeg,"The hood exhibits deformation at its center, with the underlying metal material visibly compromised. The front bumper is positioned adjacent to this area, potentially indicating proximity to the point of impact.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\images (113).jpeg,"The inspection revealed deformation in the metal of the hood, specifically at the center. The front bumper is also noted, adjacent to the hood, which may relate to the observed deformation.",2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0180.JPEG,"Upon inspection, the rear bumper has been observed to exhibit deformation at the center section. The affected area is composed of plastic material, which shows visible distortion. Further inspection may be necessary to assess potential impacts.",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\images (18).jpeg,"A dent is present in the center of the rear fender, which is made of metal. The deformation disrupts the surface contour, creating an indentation that is visually apparent.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0150.JPEG,"It looks like inspection reveals that the front end has experienced deformation centrally. The metal material shows signs of alteration in its shape, indicating that it has been subjected to external force.",2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\validation\01-minor\0029.JPEG,"Scratches have been observed on the rear bumper, specifically in the center and left side areas. The paint layer is compromised in these locations",1,minor,0,testing
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0227.JPEG,"Basically, deformation has been observed on the tailgate, particularly in the center and right side sections. The metal material displays alterations from its original shape.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0229.JPEG,"Upon examination, a dent is present at the upper edge of the rear wheel arch. The material in question is metal, displaying a visible alteration in its surface.",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0227.JPEG,"Inspection reveals that the rear quarter panel has sustained a dent in the center, with accompanying scratches. The materials affected include visible metal and paint.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\validation\01-minor\images (100).jpeg,"The door exhibits a dent located centrally. Thsi dent is on the metal material of the door, which has been impacted. Overall, the integrity of the door remains as it is.",1,minor,0,testing
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0200.JPEG,"A dent was observed on the lower right section of the front bumper, which is constructed from plastic. The fender was also noted as a secondary component in proximity to the damage.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0198.JPEG,"In the center section of the rear bumper, noticeable deformation has been observed. The bumper, which is constructed from plastic, shows signs of shape alteration.",2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0094.JPEG,"A deformation has been observed on the front bumper, specifically located at the lower right section. The material is plastic and there is a close association with the front wheel",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0144.JPEG,"The front bumper exhibits deformation, specifically located on the right side. The material observed is plastic, which shows signs of bending and distortion in that area.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0092.JPEG,"I noticed that notable deformation is present in the center of the front bumper. The visible material is metal, indicating a change in its original form. This observation may require further inspection.",1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\download (22).jpeg,"The rear door exhibits a dent located centrally. This dent involves the metal surface, suggesting a point of impact. The overall integrity of the door remains to be evaluated.",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\validation\03-severe\0044.JPEG,"Noted is the absence of the rear door, resulting in a completely vacant space. The visible metal around the area suggests that the door has been fully removed. Further inspection of the surrounding components may be warranted.",2,severe,2,testing
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0260.JPEG,"A crack is present on the entire surface of the side mirror. The damage affects the glass material, compromising its structural integrity. Further evaluation may be required to assess replacement needs.",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0206.JPEG,"Upon inspection, a deformation is present at the center of the rear bumper. The metal material is observed to be bent, affecting the overall aesthetic and alignment of the bumper.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\images - 2022-12-13T215957.069.jpeg,Not sure but notable deformation is present on the right side of the front bumper. The damage involves both metal and plastic materials. This deformation is also influencing the nearby head component.,1,severe,2,training
